UserId,UserCity,ItemCategory,ItemName,ItemPrice,ItemQuantity,TotalPaid,PurchaseDate,DeliveryDate,ItemWeight,PromoCode_Used,DeliveryTime,Total_ItemWeight
739,San Diego,Home Goods,Decor,836,1,836.0,2024-08-29 09:21:50.271,2024-08-30 09:21:50.271,4.0,True,1.0,4.0
862,Chicago,Fashion,Pants,635,3,1905.0,2024-09-14 09:21:50.271,2024-09-16 09:21:50.271,3.0,False,2.0,9.0
143,Los Angeles,Electronics,Laptop,341,4,1364.0,2024-09-08 09:21:50.271,2024-09-13 09:21:50.271,5.0,False,5.0,20.0
281,New York,Home Goods,Kitchenware,712,8,5696.0,2024-09-06 09:21:50.271,2024-09-09 09:21:50.271,1.0,True,3.0,8.0
179,Austin,Beauty,Makeup,145,6,870.0,2024-09-10 09:21:50.271,2024-09-11 09:21:50.271,8.0,False,1.0,48.0
679,Austin,Electronics,Headphones,51,10,510.0,2024-08-23 09:21:50.271,2024-08-27 09:21:50.271,6.0,False,4.0,60.0
680,Chicago,Beauty,Haircare,380,1,380.0,2024-09-17 09:21:50.271,2024-09-27 09:21:50.271,9.0,True,10.0,9.0
717,Chicago,Electronics,Tablet,830,7,5810.0,2024-09-08 09:21:50.271,2024-09-10 09:21:50.271,9.0,True,2.0,63.0
922,Philadelphia,Home Goods,Kitchenware,376,7,2632.0,2024-09-14 09:21:50.271,2024-09-15 09:21:50.271,5.0,False,1.0,35.0
157,Los Angeles,Beauty,Makeup,282,7,1974.0,2024-08-25 09:21:50.271,2024-08-27 09:21:50.271,4.0,True,2.0,28.0
26,Phoenix,Beauty,Makeup,183,5,915.0,2024-09-02 09:21:50.271,2024-09-07 09:21:50.271,5.0,True,5.0,25.0
213,Austin,Electronics,Headphones,610,2,1220.0,2024-08-30 09:21:50.271,2024-09-01 09:21:50.271,5.0,False,2.0,10.0
367,Houston,Home Goods,Table,664,7,4648.0,2024-08-24 09:21:50.271,2024-08-26 09:21:50.271,1.0,True,2.0,7.0
395,Houston,Beauty,Perfume,638,4,2552.0,2024-09-19 09:21:50.271,2024-09-26 09:21:50.271,0.0,True,7.0,0.0
909,Phoenix,Toys,Doll,16,10,160.0,2024-09-11 09:21:50.271,2024-09-15 09:21:50.271,1.0,True,,10.0
457,San Diego,Toys,Lego,386,2,772.0,2024-09-08 09:21:50.271,2024-09-14 09:21:50.271,6.0,True,6.0,12.0
728,Chicago,Toys,Doll,939,6,5634.0,2024-08-22 09:21:50.271,2024-08-25 09:21:50.271,9.0,True,3.0,54.0
928,Chicago,Sports,Gym Equipment,437,6,2622.0,2024-08-27 09:21:50.271,2024-09-09 09:21:50.271,9.0,True,13.0,54.0
808,San Diego,Grocery,Beverages,373,7,2611.0,2024-08-31 09:21:50.271,2024-09-03 09:21:50.271,9.0,True,3.0,63.0
866,Houston,Fashion,Dress,201,9,1809.0,2024-09-15 09:21:50.271,2024-09-28 09:21:50.271,5.0,True,13.0,45.0
38,Houston,Sports,Gym Equipment,25,9,225.0,2024-08-24 09:21:50.271,2024-08-28 09:21:50.271,6.0,False,4.0,54.0
762,Houston,Fashion,Dress,471,5,2355.0,2024-08-24 09:21:50.271,2024-08-25 09:21:50.271,2.0,True,1.0,10.0
478,Philadelphia,Home Goods,Kitchenware,627,3,1881.0,2024-09-09 09:21:50.271,2024-09-11 09:21:50.271,5.0,True,2.0,15.0
660,Austin,Grocery,Phone,56,3,168.0,2024-09-09 09:21:50.271,2024-09-12 09:21:50.271,5.0,False,3.0,15.0
867,Phoenix,Beauty,Haircare,972,6,5832.0,2024-09-01 09:21:50.271,2024-09-02 09:21:50.271,6.0,True,1.0,36.0
260,Los Angeles,Fashion,Shirt,667,6,4002.0,2024-08-22 09:21:50.271,2024-09-01 09:21:50.271,5.0,False,10.0,30.0
268,Houston,Grocery,Household Supplies,937,1,937.0,2024-08-22 09:21:50.271,2024-08-27 09:21:50.271,5.0,False,5.0,5.0
462,Philadelphia,Fashion,Accessory,644,10,6440.0,2024-09-10 09:21:50.271,2024-09-11 09:21:50.271,5.0,False,1.0,50.0
568,New York,Sports,Ball,815,3,2445.0,2024-08-26 09:21:50.271,2024-08-30 09:21:50.271,5.0,False,4.0,15.0
781,,Toys,Doll,983,3,2949.0,2024-08-29 09:21:50.271,2024-08-31 09:21:50.271,5.0,True,2.0,15.0
719,Austin,Sports,Racket,864,4,3456.0,2024-08-24 09:21:50.271,2024-08-27 09:21:50.271,6.0,True,3.0,24.0
834,Dallas,Electronics,TV,659,5,3295.0,2024-08-27 09:21:50.271,2024-09-04 09:21:50.271,1.0,True,8.0,5.0
366,San Diego,Fashion,Hat,75,5,375.0,2024-09-14 09:21:50.271,2024-09-19 09:21:50.271,5.0,True,5.0,25.0
306,Phoenix,Toys,Action Figure,634,2,1268.0,2024-08-22 09:21:50.271,2024-08-26 09:21:50.271,5.0,False,4.0,10.0
624,Houston,Sports,Racket,282,8,2256.0,2024-09-20 09:21:50.271,2024-09-28 09:21:50.271,5.0,False,8.0,40.0
488,Dallas,Home Goods,Sofa,291,7,2037.0,2024-09-20 09:21:50.271,2024-09-25 09:21:50.271,6.0,False,5.0,42.0
298,San Antonio,Fashion,Shirt,136,3,408.0,2024-08-27 09:21:50.271,2024-09-05 09:21:50.271,7.0,True,9.0,21.0
308,Austin,Sports,Bat,819,4,3276.0,2024-08-25 09:21:50.271,2024-09-01 09:21:50.271,7.0,True,7.0,28.0
694,Philadelphia,Fashion,Shirt,885,1,885.0,2024-08-22 09:21:50.271,2024-08-26 09:21:50.271,4.0,True,4.0,4.0
426,New York,Sports,Bat,823,5,4115.0,2024-08-27 09:21:50.271,2024-09-03 09:21:50.271,7.0,False,7.0,35.0
625,San Diego,Toys,Lego,786,7,5502.0,2024-09-01 09:21:50.271,2024-09-05 09:21:50.271,8.0,False,,56.0
854,Philadelphia,Toys,Doll,231,6,1386.0,2024-09-08 09:21:50.271,2024-09-15 09:21:50.271,5.0,True,7.0,30.0
567,Austin,Electronics,Headphones,211,9,1899.0,2024-09-12 09:21:50.271,2024-09-16 09:21:50.271,8.0,True,4.0,72.0
602,Dallas,Home Goods,Decor,872,2,1744.0,2024-09-18 09:21:50.271,2024-09-25 09:21:50.271,5.0,False,7.0,10.0
661,Houston,Electronics,Laptop,508,10,5080.0,2024-09-14 09:21:50.271,2024-09-17 09:21:50.271,6.0,False,3.0,60.0
856,Los Angeles,Toys,Puzzle,12,6,72.0,2024-09-15 09:21:50.271,2024-09-16 09:21:50.271,3.0,True,1.0,18.0
113,Houston,Beauty,Haircare,662,5,3310.0,2024-09-13 09:21:50.271,2024-09-17 09:21:50.271,8.0,False,4.0,40.0
702,San Antonio,Beauty,Perfume,378,3,1134.0,2024-08-25 09:21:50.271,2024-08-27 09:21:50.271,5.0,False,2.0,15.0
162,Chicago,Electronics,Laptop,274,7,1918.0,2024-09-12 09:21:50.271,2024-09-13 09:21:50.271,3.0,False,1.0,21.0
54,Philadelphia,Home Goods,Table,829,5,4145.0,2024-08-22 09:21:50.271,2024-08-23 09:21:50.271,1.0,True,1.0,5.0
976,San Antonio,Electronics,Phone,516,2,1032.0,2024-09-16 09:21:50.271,2024-09-17 09:21:50.271,6.0,False,1.0,12.0
6,Los Angeles,Grocery,Food,787,9,7083.0,2024-09-20 09:21:50.271,2024-09-21 09:21:50.271,9.0,False,1.0,81.0
23,Houston,Toys,Doll,873,5,4365.0,2024-09-02 09:21:50.271,2024-09-06 09:21:50.271,0.0,True,,0.0
222,Philadelphia,Fashion,Pants,358,7,2506.0,2024-09-11 09:21:50.271,2024-09-14 09:21:50.271,4.0,False,3.0,28.0
226,Chicago,Grocery,Household Supplies,346,2,692.0,2024-09-09 09:21:50.271,2024-09-14 09:21:50.271,1.0,False,5.0,2.0
504,Dallas,Toys,Lego,462,10,4620.0,2024-08-28 09:21:50.271,2024-08-30 09:21:50.271,8.0,False,2.0,80.0
668,Austin,Home Goods,Table,866,5,4330.0,2024-09-06 09:21:50.271,2024-09-08 09:21:50.271,7.0,True,2.0,35.0
2,Los Angeles,Electronics,Laptop,537,1,537.0,2024-08-25 09:21:50.271,2024-08-29 09:21:50.271,5.0,True,4.0,5.0
75,Houston,Sports,Bat,759,7,5313.0,2024-08-30 09:21:50.271,2024-09-05 09:21:50.271,1.0,True,6.0,7.0
635,Dallas,Sports,Gym Equipment,300,1,300.0,2024-08-28 09:21:50.271,2024-09-04 09:21:50.271,5.0,False,7.0,5.0
952,Houston,Grocery,Food,438,6,2628.0,2024-09-12 09:21:50.271,2024-09-20 09:21:50.271,10.0,True,8.0,60.0
333,Los Angeles,Beauty,Perfume,578,5,2890.0,2024-09-01 09:21:50.271,2024-09-06 09:21:50.271,4.0,True,5.0,20.0
782,San Antonio,Home Goods,Sofa,274,4,1096.0,2024-09-04 09:21:50.271,2024-09-08 09:21:50.271,3.0,True,4.0,12.0
120,San Diego,Fashion,Shirt,560,6,3360.0,2024-08-22 09:21:50.271,2024-09-01 09:21:50.271,7.0,True,10.0,42.0
750,Chicago,Sports,Racket,931,8,7448.0,2024-09-04 09:21:50.271,2024-09-08 09:21:50.271,5.0,False,4.0,40.0
802,San Diego,Electronics,Tablet,440,5,2200.0,2024-08-26 09:21:50.271,2024-08-31 09:21:50.271,8.0,False,5.0,40.0
559,Dallas,Fashion,Hat,813,3,2439.0,2024-09-01 09:21:50.271,2024-09-08 09:21:50.271,5.0,False,7.0,15.0
681,Austin,Electronics,Tablet,890,7,6230.0,2024-09-09 09:21:50.271,2024-09-14 09:21:50.271,3.0,True,5.0,21.0
102,Houston,Sports,Gym Equipment,635,1,635.0,2024-08-22 09:21:50.271,2024-08-26 09:21:50.271,5.0,True,4.0,5.0
886,Austin,Electronics,Phone,388,8,3104.0,2024-09-14 09:21:50.271,2024-09-15 09:21:50.271,6.0,True,1.0,48.0
154,San Antonio,Electronics,Speaker,655,10,6550.0,2024-09-19 09:21:50.271,2024-09-24 09:21:50.271,2.0,True,5.0,20.0
302,Los Angeles,Sports,Gym Equipment,44,10,440.0,2024-09-18 09:21:50.271,2024-09-27 09:21:50.271,4.0,False,9.0,40.0
476,Houston,Toys,Action Figure,553,6,3318.0,2024-09-04 09:21:50.271,2024-09-11 09:21:50.271,4.0,True,7.0,24.0
870,Houston,Fashion,Shoes,962,10,9620.0,2024-09-16 09:21:50.271,2024-09-17 09:21:50.271,2.0,False,1.0,20.0
730,San Antonio,Beauty,Skincare,165,7,1155.0,2024-09-04 09:21:50.271,2024-09-08 09:21:50.271,3.0,True,4.0,21.0
653,Los Angeles,Toys,Puzzle,913,5,4565.0,2024-08-28 09:21:50.271,2024-08-29 09:21:50.271,4.0,False,1.0,20.0
917,Austin,Sports,Gym Equipment,984,9,8856.0,2024-09-04 09:21:50.271,2024-09-08 09:21:50.271,6.0,False,4.0,54.0
25,Houston,Toys,Game,790,7,5530.0,2024-08-25 09:21:50.271,2024-08-28 09:21:50.271,0.0,False,3.0,0.0
37,Phoenix,Electronics,TV,366,8,2928.0,2024-09-04 09:21:50.271,2024-09-09 09:21:50.271,5.0,True,5.0,40.0
199,Los Angeles,Toys,Lego,486,10,4860.0,2024-09-19 09:21:50.271,2024-09-20 09:21:50.271,5.0,False,1.0,50.0
628,Phoenix,Beauty,Nail Polish,457,2,914.0,2024-09-19 09:21:50.271,2024-09-28 09:21:50.271,7.0,True,9.0,14.0
865,San Diego,Sports,Gym Equipment,171,8,1368.0,2024-08-24 09:21:50.271,2024-09-01 09:21:50.271,2.0,True,8.0,16.0
90,Austin,Sports,Racket,510,6,3060.0,2024-08-30 09:21:50.271,2024-09-09 09:21:50.271,3.0,False,10.0,18.0
148,New York,Toys,Action Figure,434,2,868.0,2024-08-29 09:21:50.271,2024-09-02 09:21:50.271,5.0,True,4.0,10.0
878,San Antonio,Electronics,Tablet,254,9,2286.0,2024-09-16 09:21:50.271,2024-09-22 09:21:50.271,3.0,True,6.0,27.0
52,Philadelphia,Grocery,Food,856,4,3424.0,2024-09-20 09:21:50.271,2024-09-25 09:21:50.271,5.0,True,5.0,20.0
509,San Diego,Grocery,Beverages,968,3,2904.0,2024-09-20 09:21:50.271,2024-10-02 09:21:50.271,6.0,False,12.0,18.0
836,Philadelphia,Fashion,Shirt,209,1,209.0,2024-09-02 09:21:50.271,2024-09-06 09:21:50.271,7.0,False,4.0,7.0
187,Philadelphia,Fashion,Dress,280,2,560.0,2024-08-22 09:21:50.271,2024-08-24 09:21:50.271,6.0,True,2.0,12.0
188,Austin,Toys,Game,655,9,5895.0,2024-09-19 09:21:50.271,2024-09-21 09:21:50.271,5.0,True,2.0,45.0
392,Philadelphia,Grocery,Household Supplies,382,2,764.0,2024-08-31 09:21:50.271,2024-09-02 09:21:50.271,1.0,False,2.0,2.0
838,San Diego,Electronics,TV,465,4,1860.0,2024-09-09 09:21:50.271,2024-09-16 09:21:50.271,3.0,True,7.0,12.0
951,Austin,Beauty,Skincare,63,8,504.0,2024-08-26 09:21:50.271,2024-08-28 09:21:50.271,10.0,True,2.0,80.0
121,Dallas,Fashion,Hat,155,7,1085.0,2024-09-15 09:21:50.271,2024-09-21 09:21:50.271,3.0,False,6.0,21.0
363,Los Angeles,Toys,Puzzle,387,8,3096.0,2024-08-29 09:21:50.271,2024-09-04 09:21:50.271,6.0,False,6.0,48.0
550,Houston,Fashion,Pants,507,9,4563.0,2024-09-17 09:21:50.271,2024-09-19 09:21:50.271,2.0,True,2.0,18.0
792,Chicago,Home Goods,Kitchenware,655,9,5895.0,2024-08-29 09:21:50.271,2024-09-01 09:21:50.271,9.0,False,3.0,81.0
908,Philadelphia,Home Goods,Bed,858,5,4290.0,2024-09-10 09:21:50.271,2024-09-12 09:21:50.271,9.0,False,2.0,45.0
646,Phoenix,Toys,Game,375,4,1500.0,2024-08-28 09:21:50.271,2024-09-01 09:21:50.271,4.0,False,4.0,16.0
819,Phoenix,Beauty,Skincare,259,2,518.0,2024-08-25 09:21:50.271,2024-08-28 09:21:50.271,8.0,False,3.0,16.0
469,Austin,Home Goods,Sofa,991,6,5946.0,2024-09-04 09:21:50.271,2024-09-07 09:21:50.271,6.0,True,3.0,36.0
473,Houston,Home Goods,Bed,823,4,3292.0,2024-09-15 09:21:50.271,2024-09-23 09:21:50.271,0.0,False,8.0,0.0
493,Chicago,Home Goods,Decor,444,5,2220.0,2024-08-28 09:21:50.271,2024-08-29 09:21:50.271,5.0,False,1.0,25.0
810,Chicago,Electronics,Watch,339,3,1017.0,2024-09-16 09:21:50.271,2024-09-18 09:21:50.271,5.0,True,2.0,15.0
974,Los Angeles,Toys,Lego,573,7,4011.0,2024-09-01 09:21:50.271,2024-09-06 09:21:50.271,6.0,False,5.0,42.0
989,New York,Sports,Racket,262,5,1310.0,2024-09-19 09:21:50.271,2024-09-20 09:21:50.271,2.0,False,1.0,10.0
534,Chicago,Toys,Doll,363,5,1815.0,2024-09-15 09:21:50.271,2024-09-19 09:21:50.271,4.0,False,4.0,20.0
901,,Toys,Lego,701,9,6309.0,2024-08-30 09:21:50.271,2024-08-31 09:21:50.271,5.0,True,1.0,45.0
5,San Diego,Beauty,Haircare,268,6,1608.0,2024-09-10 09:21:50.271,2024-09-14 09:21:50.271,5.0,True,4.0,30.0
28,,Toys,Action Figure,966,4,3864.0,2024-09-05 09:21:50.271,2024-09-08 09:21:50.271,5.0,True,3.0,20.0
127,San Diego,Electronics,Speaker,437,4,1748.0,2024-09-05 09:21:50.271,2024-09-11 09:21:50.271,9.0,False,6.0,36.0
489,Los Angeles,Home Goods,Sofa,818,8,6544.0,2024-09-20 09:21:50.271,2024-09-25 09:21:50.271,5.0,True,5.0,40.0
525,Phoenix,Electronics,Headphones,798,4,3192.0,2024-09-12 09:21:50.271,2024-09-22 09:21:50.271,5.0,False,10.0,20.0
832,Los Angeles,Fashion,Shoes,744,2,1488.0,2024-08-24 09:21:50.271,2024-09-02 09:21:50.271,1.0,True,9.0,2.0
147,San Diego,Toys,Game,910,2,1820.0,2024-08-25 09:21:50.271,2024-09-01 09:21:50.271,5.0,True,7.0,10.0
729,Philadelphia,Fashion,Shoes,788,7,5516.0,2024-09-15 09:21:50.271,2024-09-20 09:21:50.271,6.0,True,5.0,42.0
643,Dallas,Beauty,Skincare,444,8,3552.0,2024-09-05 09:21:50.271,2024-09-13 09:21:50.271,9.0,True,8.0,72.0
811,San Diego,Electronics,TV,745,10,7450.0,2024-08-23 09:21:50.271,2024-08-25 09:21:50.271,5.0,False,2.0,50.0
911,Philadelphia,Toys,Puzzle,97,9,873.0,2024-09-18 09:21:50.271,2024-09-26 09:21:50.271,5.0,True,8.0,45.0
721,New York,Grocery,Snacks,640,4,2560.0,2024-09-01 09:21:50.271,2024-09-04 09:21:50.271,10.0,True,3.0,40.0
81,Los Angeles,Beauty,Perfume,720,4,2880.0,2024-08-24 09:21:50.271,2024-08-29 09:21:50.271,3.0,True,5.0,12.0
142,Dallas,Sports,Gym Equipment,64,2,128.0,2024-08-25 09:21:50.271,2024-08-29 09:21:50.271,2.0,True,4.0,4.0
431,Phoenix,Fashion,Accessory,937,4,3748.0,2024-09-17 09:21:50.271,2024-09-27 09:21:50.271,6.0,True,10.0,24.0
448,New York,Toys,Puzzle,330,8,2640.0,2024-09-02 09:21:50.271,2024-09-07 09:21:50.271,7.0,False,5.0,56.0
896,Austin,Sports,Racket,647,5,3235.0,2024-08-26 09:21:50.271,2024-08-27 09:21:50.271,6.0,True,1.0,30.0
913,Houston,Electronics,Headphones,242,4,968.0,2024-09-18 09:21:50.271,2024-09-19 09:21:50.271,7.0,True,1.0,28.0
703,Philadelphia,Electronics,Phone,811,4,3244.0,2024-09-02 09:21:50.271,2024-09-03 09:21:50.271,4.0,True,1.0,16.0
890,Dallas,Grocery,Beverages,249,9,2241.0,2024-09-01 09:21:50.271,2024-09-05 09:21:50.271,5.0,False,,45.0
171,Houston,Toys,Lego,687,4,2748.0,2024-09-14 09:21:50.271,2024-09-18 09:21:50.271,5.0,False,4.0,20.0
400,Austin,Beauty,Perfume,415,8,3320.0,2024-09-01 09:21:50.271,2024-09-09 09:21:50.271,5.0,False,8.0,40.0
875,Philadelphia,Beauty,Makeup,438,8,3504.0,2024-09-12 09:21:50.271,2024-09-16 09:21:50.271,5.0,False,4.0,40.0
94,Austin,Beauty,Makeup,328,3,984.0,2024-09-20 09:21:50.271,2024-09-24 09:21:50.271,5.0,True,4.0,15.0
384,Los Angeles,Home Goods,Kitchenware,439,3,1317.0,2024-09-13 09:21:50.271,2024-09-18 09:21:50.271,4.0,False,5.0,12.0
984,Phoenix,Toys,Puzzle,850,1,850.0,2024-09-14 09:21:50.271,2024-09-18 09:21:50.271,2.0,False,,2.0
342,Dallas,Electronics,Watch,347,3,1041.0,2024-09-03 09:21:50.271,2024-09-09 09:21:50.271,5.0,False,6.0,15.0
825,New York,Fashion,Shirt,711,3,2133.0,2024-09-13 09:21:50.271,2024-09-14 09:21:50.271,8.0,False,1.0,24.0
131,Austin,Electronics,Watch,424,2,848.0,2024-09-20 09:21:50.271,2024-09-27 09:21:50.271,1.0,True,7.0,2.0
863,Austin,Grocery,Beverages,60,6,360.0,2024-09-10 09:21:50.271,2024-09-12 09:21:50.271,3.0,False,2.0,18.0
700,San Diego,Fashion,Shoes,398,6,2388.0,2024-08-24 09:21:50.271,2024-08-25 09:21:50.271,5.0,False,1.0,30.0
274,Los Angeles,Toys,Puzzle,577,10,5770.0,2024-08-27 09:21:50.271,2024-09-02 09:21:50.271,8.0,True,6.0,80.0
411,Austin,Sports,Ball,996,9,8964.0,2024-08-27 09:21:50.271,2024-09-01 09:21:50.271,0.0,True,5.0,0.0
443,Austin,Grocery,Food,319,2,638.0,2024-09-03 09:21:50.271,2024-09-12 09:21:50.271,0.0,True,9.0,0.0
529,San Diego,Home Goods,Decor,253,10,2530.0,2024-08-29 09:21:50.271,2024-09-11 09:21:50.271,8.0,True,13.0,80.0
487,Dallas,Grocery,Food,137,3,411.0,2024-08-22 09:21:50.271,2024-09-01 09:21:50.271,9.0,False,10.0,27.0
648,Los Angeles,Fashion,Dress,20,5,100.0,2024-09-11 09:21:50.271,2024-09-19 09:21:50.271,7.0,True,8.0,35.0
749,Chicago,Sports,Bat,536,5,2680.0,2024-09-18 09:21:50.271,2024-09-23 09:21:50.271,5.0,True,5.0,25.0
468,Phoenix,Grocery,Household Supplies,693,4,2772.0,2024-09-14 09:21:50.271,2024-09-22 09:21:50.271,1.0,True,8.0,4.0
859,San Diego,Beauty,Makeup,658,4,2632.0,2024-08-24 09:21:50.271,2024-08-27 09:21:50.271,5.0,False,3.0,20.0
117,Austin,Electronics,Phone,474,6,2844.0,2024-09-05 09:21:50.271,2024-09-09 09:21:50.271,5.0,True,,30.0
474,San Antonio,Fashion,Shirt,779,8,6232.0,2024-08-26 09:21:50.271,2024-09-02 09:21:50.271,8.0,False,7.0,64.0
895,Los Angeles,Sports,Gym Equipment,213,2,426.0,2024-09-05 09:21:50.271,2024-09-11 09:21:50.271,5.0,True,6.0,10.0
19,San Diego,Electronics,Phone,647,2,1294.0,2024-08-27 09:21:50.271,2024-09-04 09:21:50.271,4.0,False,8.0,8.0
166,Chicago,Electronics,Tablet,15,8,120.0,2024-09-01 09:21:50.271,2024-09-03 09:21:50.271,7.0,False,2.0,56.0
203,San Diego,Toys,Action Figure,215,2,430.0,2024-08-24 09:21:50.271,2024-09-05 09:21:50.271,7.0,True,12.0,14.0
899,New York,Beauty,Perfume,600,4,2400.0,2024-09-04 09:21:50.271,2024-09-08 09:21:50.271,5.0,True,4.0,20.0
914,San Antonio,Electronics,Watch,735,1,735.0,2024-09-19 09:21:50.271,2024-09-24 09:21:50.271,7.0,True,5.0,7.0
205,Los Angeles,Home Goods,Sofa,749,5,3745.0,2024-09-20 09:21:50.271,2024-09-21 09:21:50.271,4.0,True,1.0,20.0
265,Phoenix,Electronics,Speaker,894,1,894.0,2024-09-05 09:21:50.271,2024-09-07 09:21:50.271,5.0,True,2.0,5.0
604,Houston,Grocery,Snacks,955,4,3820.0,2024-08-22 09:21:50.271,2024-08-24 09:21:50.271,5.0,False,2.0,20.0
841,San Antonio,Grocery,Snacks,472,3,1416.0,2024-09-09 09:21:50.271,2024-09-13 09:21:50.271,2.0,False,,6.0
73,New York,Electronics,TV,222,6,1332.0,2024-09-16 09:21:50.271,2024-09-25 09:21:50.271,5.0,False,9.0,30.0
310,Houston,Fashion,Accessory,526,9,4734.0,2024-09-16 09:21:50.271,2024-09-20 09:21:50.271,4.0,False,,36.0
688,Austin,Grocery,Snacks,819,9,7371.0,2024-08-25 09:21:50.271,2024-08-30 09:21:50.271,5.0,True,5.0,45.0
745,Chicago,Fashion,Accessory,802,8,6416.0,2024-08-29 09:21:50.271,2024-08-30 09:21:50.271,0.0,False,1.0,0.0
134,Dallas,Sports,Racket,95,8,760.0,2024-09-12 09:21:50.271,2024-09-14 09:21:50.271,4.0,False,2.0,32.0
404,Houston,Grocery,Food,444,6,2664.0,2024-09-12 09:21:50.271,2024-09-17 09:21:50.271,8.0,False,5.0,48.0
300,San Diego,Electronics,Watch,685,9,6165.0,2024-09-18 09:21:50.271,2024-09-19 09:21:50.271,0.0,False,1.0,0.0
898,Phoenix,Home Goods,Table,335,7,2345.0,2024-09-02 09:21:50.271,2024-09-05 09:21:50.271,5.0,True,3.0,35.0
101,Austin,Electronics,Headphones,494,2,988.0,2024-09-05 09:21:50.271,2024-09-18 09:21:50.271,5.0,True,13.0,10.0
938,Phoenix,Grocery,Snacks,795,1,795.0,2024-09-05 09:21:50.271,2024-09-07 09:21:50.271,2.0,True,2.0,2.0
253,Houston,Electronics,Laptop,498,9,4482.0,2024-09-18 09:21:50.271,2024-09-19 09:21:50.271,4.0,True,1.0,36.0
327,Austin,Electronics,Watch,169,1,169.0,2024-09-01 09:21:50.271,2024-09-02 09:21:50.271,5.0,True,1.0,5.0
510,Philadelphia,Sports,Bike,160,4,640.0,2024-08-28 09:21:50.271,2024-08-30 09:21:50.271,5.0,True,2.0,20.0
755,San Diego,Grocery,Beverages,85,3,255.0,2024-08-30 09:21:50.271,2024-09-04 09:21:50.271,4.0,False,5.0,12.0
434,San Diego,Beauty,Perfume,50,9,450.0,2024-08-28 09:21:50.271,2024-08-30 09:21:50.271,6.0,False,2.0,54.0
295,Chicago,Sports,Racket,578,6,3468.0,2024-09-20 09:21:50.271,2024-09-23 09:21:50.271,5.0,False,3.0,30.0
711,Los Angeles,Fashion,Shoes,267,1,267.0,2024-08-28 09:21:50.271,2024-09-03 09:21:50.271,1.0,False,6.0,1.0
277,,Electronics,Watch,973,9,8757.0,2024-09-01 09:21:50.271,2024-09-05 09:21:50.271,3.0,True,4.0,27.0
723,Phoenix,Beauty,Skincare,717,9,6453.0,2024-09-10 09:21:50.271,2024-09-15 09:21:50.271,5.0,False,5.0,45.0
804,San Diego,Home Goods,Bed,997,5,4985.0,2024-09-04 09:21:50.271,2024-09-05 09:21:50.271,5.0,False,1.0,25.0
107,San Diego,Home Goods,Kitchenware,143,7,1001.0,2024-09-13 09:21:50.271,2024-09-21 09:21:50.271,4.0,False,8.0,28.0
339,Phoenix,Fashion,Dress,171,4,684.0,2024-09-17 09:21:50.271,2024-09-22 09:21:50.271,5.0,True,5.0,20.0
341,Phoenix,Home Goods,Kitchenware,559,9,5031.0,2024-09-15 09:21:50.271,2024-09-23 09:21:50.271,7.0,True,8.0,63.0
654,Dallas,Toys,Lego,503,5,2515.0,2024-09-13 09:21:50.271,2024-09-17 09:21:50.271,5.0,False,4.0,25.0
906,Austin,Grocery,Household Supplies,208,9,1872.0,2024-09-01 09:21:50.271,2024-09-05 09:21:50.271,5.0,True,,45.0
223,Phoenix,Grocery,Beverages,225,3,675.0,2024-08-22 09:21:50.271,2024-08-31 09:21:50.271,4.0,True,9.0,12.0
633,Phoenix,Electronics,TV,126,8,1008.0,2024-09-18 09:21:50.271,2024-09-22 09:21:50.271,9.0,True,4.0,72.0
813,San Diego,Beauty,Haircare,605,5,3025.0,2024-09-05 09:21:50.271,2024-09-13 09:21:50.271,5.0,True,8.0,25.0
44,Dallas,Home Goods,Sofa,328,5,1640.0,2024-08-22 09:21:50.271,2024-08-23 09:21:50.271,1.0,True,1.0,5.0
386,Philadelphia,Electronics,Watch,615,10,6150.0,2024-08-27 09:21:50.271,2024-08-29 09:21:50.271,5.0,True,2.0,50.0
103,Los Angeles,Fashion,Hat,986,2,1972.0,2024-09-18 09:21:50.271,2024-09-20 09:21:50.271,6.0,False,2.0,12.0
523,San Diego,Beauty,Nail Polish,625,1,625.0,2024-08-27 09:21:50.271,2024-09-05 09:21:50.271,5.0,False,9.0,5.0
641,Dallas,Fashion,Shirt,507,7,3549.0,2024-08-23 09:21:50.271,2024-08-27 09:21:50.271,5.0,False,4.0,35.0
677,San Antonio,Fashion,Pants,924,3,2772.0,2024-09-03 09:21:50.271,2024-09-04 09:21:50.271,5.0,True,1.0,15.0
608,New York,Home Goods,Sofa,222,2,444.0,2024-09-07 09:21:50.271,2024-09-11 09:21:50.271,5.0,True,4.0,10.0
940,Chicago,Toys,Puzzle,351,8,2808.0,2024-09-03 09:21:50.271,2024-09-04 09:21:50.271,2.0,False,1.0,16.0
410,Houston,Sports,Bat,68,3,204.0,2024-09-19 09:21:50.271,2024-09-28 09:21:50.271,3.0,False,9.0,9.0
682,New York,Grocery,Food,877,10,8770.0,2024-08-30 09:21:50.271,2024-08-31 09:21:50.271,5.0,False,1.0,50.0
744,Chicago,Grocery,Beverages,586,7,4102.0,2024-09-18 09:21:50.271,2024-09-26 09:21:50.271,7.0,True,8.0,49.0
447,,Fashion,Shirt,580,10,5800.0,2024-09-05 09:21:50.271,2024-09-14 09:21:50.271,3.0,False,9.0,30.0
